NdUnfilled_min_value,MendeleevNumber_arithmetic_average,MendeleevNumber_composition_average,MeltingT_difference,BCCvolume_padiff_difference,NdUnfilled_arithmetic_average,BCCmagmom_min_value,ElasticModulus_difference,HHIr_min_value,MiracleRadius_composition_average,MendeleevNumber_max_value,GSenergy_pa_min_value,IonicRadii_composition_average,AtomicVolume_difference,MiracleRadius_min_value,valence_max_value,NdUnfilled_composition_average,GSenergy_pa_max_value,BCCenergy_pa_max_value,MiracleRadius_arithmetic_average,HeatVaporization_max_value,BCCvolume_pa_arithmetic_average,ThermalExpansionCoefficient_difference,CovalentRadius_difference,AtomicRadii_composition_average
5.0,49.5,49.5,716.0,0.0,5.0,0.0,63.0,4100.0,134.5,50.0,-10.84610777,0.605,3.4079432139087,130.0,6.0,5.0,-10.84610777,-10.84610777,134.5,590.4,13.43,0.1000000000000005,15.0,1.3055
0.0,57.0,57.0,1538.23,0.0,2.5,0.0,198.0,1500.0,132.5,64.0,-10.84610777,0.6599999999999999,3.6709387559024016,126.0,6.0,2.5,-10.84610777,-10.84610777,132.5,590.4,13.385,11.7,22.0,1.32
4.0,52.5,52.5,1085.0,0.0,4.5,2.1106628,111.0,1400.0,132.0,55.0,-10.84610777,0.5700000000000001,3.7235157182600016,125.0,6.0,4.5,-10.84610777,-10.84610777,132.0,590.4,13.21,7.000000000000001,22.0,1.3015
0.0,62.0,62.0,2593.09,0.0,2.5,0.0,311.0,1900.0,136.5,74.0,-10.84610777,0.605,4.109632795280099,134.0,6.0,2.5,-10.84610777,-10.84610777,136.5,590.4,16.815,14.9,32.0,1.386
0.0,62.5,62.5,2466.25,0.0,2.5,0.0,308.0,2000.0,147.0,75.0,-10.84610777,0.6950000000000001,10.5817774725864,139.0,6.0,2.5,-10.84610777,-10.84610777,147.0,590.4,20.06,27.3,12.0,1.511
0.0,59.0,59.0,1973.0,0.0,2.5,0.0,277.6,500.0,149.5,68.0,-10.84610777,0.655,7.721412407824399,139.0,6.0,2.5,-10.84610777,-10.84610777,149.5,590.4,19.285,20.0,13.0,1.481
5.0,51.0,51.0,1377.0,0.0,5.0,0.8185729,124.0,1800.0,135.5,52.0,-10.84610777,0.63,3.2881762222038,132.0,7.0,5.0,-10.84610777,-10.84610777,135.5,590.4,13.1,16.9,15.0,1.3010000000000002
2.0,55.5,55.5,1168.0,0.0,3.5,0.0645672,114.0,1500.0,132.5,61.0,-10.84610777,0.6399999999999999,4.5595962460972,126.0,6.0,3.5,-10.84610777,-10.84610777,132.5,590.4,13.01,8.600000000000001,30.0,1.304
0.0,56.0,56.0,1067.95,0.0,2.5,0.0,195.0,5300.0,140.5,62.0,-10.84610777,0.615,0.8024944192386005,139.0,6.0,2.5,-10.84610777,-10.84610777,140.5,590.4,15.08,7.000000000000001,15.0,1.3685
5.0,51.5,51.5,466.0,0.0,5.0,0.0,58.0,5300.0,137.5,53.0,-10.84610777,0.575,1.3498691792756006,136.0,7.0,5.0,-10.84610777,-10.84610777,137.5,590.4,15.065,3.2,7.0,1.36
5.0,50.5,50.5,799.0,0.0,5.5,0.0,79.0,4300.0,137.0,51.0,-10.84610777,0.595,0.3578537361927996,135.0,6.0,5.5,-10.84610777,-10.84610777,137.0,590.4,15.87,0.2999999999999998,8.0,1.366
5.0,31.0,31.0,1097.0,0.0,7.0,0.0,257.6,2600.0,159.0,50.0,-10.84610777,0.8049999999999999,17.512332194717303,139.0,6.0,7.0,-10.84610777,-10.84610777,159.0,590.4,24.11,6.500000000000001,36.0,1.586
0.0,59.5,59.5,2203.32,0.0,2.5,0.0,227.0,1900.0,139.5,69.0,-10.84610777,0.665,0.2951969529998006,139.0,6.0,2.5,-10.84610777,-10.84610777,139.5,590.4,14.925,25.4,32.0,1.347
0.0,67.0,67.0,1806.0,0.0,2.5,0.0,283.0,4000.0,127.0,84.0,-10.84610777,0.585,6.2230850493756975,115.0,6.0,2.5,-10.84610777,-10.84610777,127.0,590.4,17.35,10.6,35.0,1.376
0.0,64.5,64.5,1684.6,0.0,2.5,0.0,207.0,1900.0,126.5,79.0,-10.84610777,0.56,7.160095694556301,114.0,6.0,2.5,-10.84610777,-10.84610777,126.5,590.4,17.255,0.9000000000000004,34.0,1.366
4.0,53.5,53.5,410.0,0.0,4.5,0.0,228.0,5300.0,137.0,57.0,-10.84610777,0.61,1.5171830197123004,135.0,8.0,4.5,-10.84610777,-10.84610777,137.0,627.6,15.135,0.2999999999999998,10.0,1.351
0.0,66.5,66.5,2578.7,0.0,2.5,0.0,317.0,5100.0,120.5,83.0,-10.84610777,0.38,12.7132411288389,102.0,6.0,2.5,-10.84610777,-10.84610777,120.5,590.4,14.925,122.2,47.0,1.3210000000000002
0.0,65.5,65.5,2295.39,0.0,2.5,0.0,302.0,1800.0,156.5,81.0,-10.84610777,0.8899999999999999,14.840542324936996,139.0,6.0,2.5,-10.84610777,-10.84610777,156.5,590.4,21.805,24.0,8.0,1.556
1.0,56.5,56.5,854.5999999999999,0.0,3.0,0.0,147.0,5300.0,139.0,63.0,-10.84610777,0.61,0.1404171810681003,139.0,6.0,3.0,-10.84610777,-10.84610777,139.0,590.4,15.38,4.000000000000001,18.0,1.371
3.0,53.0,53.0,289.0,0.0,4.0,5.73e-05,108.0,5300.0,136.5,56.0,-10.84610777,0.605,1.9330062785022013,134.0,8.0,4.0,-10.84610777,-10.84610777,136.5,590.4,14.8,1.6000000000000003,8.0,1.3435
0.0,67.5,67.5,1992.22,0.0,2.5,0.0,255.0,3400.0,147.0,85.0,-10.84610777,0.675,14.690542755986796,139.0,6.0,2.5,-10.84610777,-10.84610777,147.0,590.4,21.39,6.2,15.0,1.476
5.0,30.5,30.5,1082.0,0.0,7.0,0.0,242.0,4500.0,150.5,50.0,-10.84610777,0.6699999999999999,9.508430230789298,139.0,6.0,7.0,-10.84610777,-10.84610777,150.5,590.4,18.945,5.2,16.0,1.484
0.0,64.0,64.0,1209.0,0.0,2.5,0.0,160.0,1000.0,124.5,78.0,-10.84610777,0.425,4.5154970288105005,110.0,6.0,2.5,-10.84610777,-10.84610777,124.5,590.4,15.15,2.2,43.0,1.3410000000000002
0.0,65.0,65.0,2390.92,0.0,2.5,0.0,272.0,1600.0,147.0,80.0,-10.84610777,0.6499999999999999,11.4659045742623,139.0,6.0,2.5,-10.84610777,-10.84610777,147.0,590.4,20.46,17.2,15.0,1.491
5.0,46.5,46.5,955.0,0.0,6.5,0.0,212.0,1600.0,140.5,50.0,-10.84610777,0.6,2.1354364710038,139.0,6.0,6.5,-10.84610777,-10.84610777,140.5,590.4,16.265,3.8,6.0,1.405
0.0,63.0,63.0,2319.0,0.0,2.5,0.0,310.0,5300.0,155.5,76.0,-10.84610777,1.09,13.1399958731059,139.0,6.0,2.5,-10.84610777,-10.84610777,155.5,590.4,20.97,25.1,9.0,1.536
5.0,47.0,47.0,768.0,0.0,6.5,0.0,228.0,2600.0,148.5,50.0,-10.84610777,0.715,7.7650625813891985,139.0,6.0,6.5,-10.84610777,-10.84610777,148.5,590.5,19.22,0.9000000000000004,21.0,1.481
2.0,61.0,61.0,0.0,0.0,2.0,0.0645672,0.0,1500.0,126.0,61.0,-5.54632457,0.69,0.0,126.0,3.0,2.0,-5.54632457,-5.43913904,126.0,377.5,10.33,0.0,0.0,1.246
0.0,63.0,63.0,493.07,0.14,1.0,0.0,128.0,1400.0,135.0,65.0,-5.54632457,0.92,6.1343635081857,126.0,3.0,1.0,-5.54632457,-5.43913904,135.0,377.5,13.265,5.499999999999998,21.0,1.345
0.0,67.0,67.0,794.53,0.43,1.0,0.0,137.5,1000.0,133.5,73.0,-5.54632457,0.615,5.653140075804799,126.0,3.0,1.0,-5.54632457,-5.43913904,133.5,377.5,13.625,9.7,3.0,1.338
0.0,63.5,63.5,390.6700000000001,0.0199999999999999,1.0,0.0,129.7,1000.0,134.5,66.0,-5.54632457,0.77,6.005779174775398,126.0,3.0,1.0,-5.54632457,-5.43913904,134.5,377.5,13.53,0.7999999999999989,12.0,1.344
0.0,73.5,73.5,1183.6,3.05,1.0,0.0,174.0,1500.0,144.0,86.0,-5.54632457,0.86,24.5421746405013,126.0,5.0,1.0,-5.54632457,-5.43913904,144.0,377.5,20.12,0.0,24.0,1.473
0.0,65.5,65.5,1133.78,0.145,1.0,0.0,146.0,1300.0,141.5,70.0,-5.54632457,0.82,10.6387410140899,126.0,3.0,1.0,-5.54632457,-5.43913904,141.5,377.5,14.989999999999998,17.4,20.0,1.3675000000000002
2.0,59.5,59.5,40.0,0.185,2.5,0.0645672,0.0,1500.0,125.5,61.0,-5.54632457,0.6699999999999999,0.0545762414080996,125.0,3.0,2.5,-5.54632457,-5.43913904,125.5,377.5,10.385,0.4000000000000003,2.0,1.2494999999999998
2.0,55.0,55.0,452.0,0.03,3.5,0.0,51.0,1500.0,128.0,61.0,-5.54632457,0.655,1.1516530321885003,126.0,6.0,3.5,-5.54632457,-5.43913904,128.0,377.5,10.75,8.5,15.0,1.2475
0.0,62.5,62.5,370.23,0.0,1.0,0.0,84.0,1500.0,126.0,64.0,-5.54632457,0.71,0.8886574901947988,126.0,3.0,1.0,-5.54632457,-5.43913904,126.0,377.5,10.705,3.1,8.0,1.262
2.0,58.0,58.0,83.0,0.01,3.0,0.0645672,3.0,1400.0,125.5,61.0,-5.54632457,0.62,0.8360805278371988,125.0,6.0,3.0,-5.54632457,-5.43913904,125.5,377.5,10.53,1.5999999999999996,8.0,1.2435
0.0,67.5,67.5,1425.09,0.9275,1.0,0.0,197.0,1500.0,130.0,74.0,-5.54632457,0.655,8.6692290413773,126.0,3.0,1.0,-5.54632457,-5.43913904,130.0,377.5,14.135000000000002,6.299999999999999,2.0,1.3279999999999998
0.0,70.0,70.0,516.5999999999999,4.194999999999999,1.0,0.0,93.0,1500.0,120.0,79.0,-5.54632457,0.61,11.7196919406535,114.0,4.0,1.0,-5.54632457,-5.43913904,120.0,377.5,14.575,7.7,4.0,1.308
2.0,53.0,53.0,778.0,0.34,5.0,0.0,69.0,1500.0,142.0,61.0,-5.54632457,0.76,11.3274267527357,126.0,4.0,5.0,-5.54632457,-5.43913904,142.0,661.07,16.1,7.5,51.0,1.405
0.0,66.0,66.0,1493.68,2.917586207,1.0,0.0,186.0,1500.0,139.0,71.0,-5.54632457,0.855,13.6704576279251,126.0,3.0,1.0,-5.54632457,-5.43913904,139.0,377.5,16.33,35.6,8.0,1.423
0.0,68.0,68.0,1298.25,0.16,1.0,0.0,194.0,1500.0,140.5,75.0,-5.54632457,0.745,15.1413737186836,126.0,3.0,1.0,-5.54632457,-5.43913904,140.5,377.5,17.38,18.700000000000003,18.0,1.4529999999999998
2.0,60.5,60.5,1011.0,0.41,2.5,0.0645672,325.0,1500.0,131.0,61.0,-5.54632457,0.6599999999999999,3.2072660269076003,126.0,3.0,2.5,-5.54632457,-5.43913904,131.0,563.58,12.48,7.0,17.0,1.3015
0.0,64.5,64.5,805.0,0.02,1.0,0.0,163.6,500.0,143.0,68.0,-5.54632457,0.705,12.2810086539216,126.0,3.0,1.0,-5.54632457,-5.43913904,143.0,377.5,16.605,11.4,17.0,1.423
2.0,56.5,56.5,209.0,0.012413793,3.5,0.0645672,10.0,1500.0,129.0,61.0,-5.54632457,0.6799999999999999,1.2714200238934,126.0,7.0,3.5,-5.54632457,-5.43913904,129.0,377.5,10.42,8.299999999999999,15.0,1.243
2.0,55.5,55.5,1168.0,0.01,3.5,0.0,114.0,1500.0,132.5,61.0,-5.54632457,0.6399999999999999,4.5595962460972,126.0,6.0,3.5,-5.54632457,-5.43913904,132.5,590.4,13.01,8.600000000000001,30.0,1.304
2.0,54.0,54.0,1022.0,0.01,4.0,0.0,104.0,1500.0,134.5,61.0,-5.54632457,0.665,7.060848538611701,126.0,5.0,4.0,-5.54632457,-5.43913904,134.5,690.1,14.255,6.1000000000000005,40.0,1.3375
2.0,59.0,59.0,1578.0,0.48,3.0,0.0,342.0,1500.0,130.5,61.0,-5.54632457,0.6599999999999999,3.0424132263849,126.0,8.0,3.0,-5.54632457,-5.43913904,130.5,627.6,12.455,8.3,20.0,1.293
0.0,71.0,71.0,1127.39,0.2,1.0,0.0,188.0,1500.0,150.0,81.0,-5.54632457,0.94,19.4001385710342,126.0,4.0,1.0,-5.54632457,-5.43913904,150.0,377.5,19.125,15.4,22.0,1.498
0.0,61.5,61.5,100.04999999999995,0.0499999999999999,1.0,0.0,81.0,1500.0,134.0,62.0,-5.54632457,0.665,3.7571018268586,126.0,4.0,1.0,-5.54632457,-5.43913904,134.0,393.3,12.4,1.5999999999999996,15.0,1.3105
1.0,62.0,62.0,313.4000000000001,0.04,1.5,0.0,33.0,1500.0,132.5,63.0,-5.54632457,0.6599999999999999,4.4191790650291,126.0,4.0,1.5,-5.54632457,-5.43913904,132.5,510.45,12.7,4.6,12.0,1.313
2.0,57.5,57.5,1731.0,0.1349999999999999,3.5,0.0,253.0,1500.0,131.5,61.0,-5.54632457,0.61,3.769049787908399,126.0,7.0,3.5,-5.54632457,-5.43913904,131.5,707.1,12.565,7.2,27.0,1.308
2.0,60.0,60.0,509.0,0.29,2.0,0.0645672,122.0,1500.0,129.0,61.0,-5.54632457,0.6799999999999999,2.7842253690423995,126.0,6.0,2.0,-5.54632457,-5.43913904,129.0,495.39,12.135,5.200000000000001,18.0,1.2955
2.0,58.5,58.5,879.0,0.39,2.5,5.73e-05,222.0,1500.0,130.0,61.0,-5.54632457,0.655,2.626589967594999,126.0,8.0,2.5,-5.54632457,-5.43913904,130.0,567.77,12.12,7.0,22.0,1.2855
0.0,74.5,74.5,1339.64,10.176875,1.0,0.0,189.0,1000.0,114.5,88.0,-5.54632457,0.49,16.2252613529661,103.0,6.0,1.0,-5.54632457,-5.43913904,114.5,377.5,12.975,56.6,19.0,1.258
0.0,73.0,73.0,824.22,4.48,1.0,0.0,141.0,1500.0,140.5,85.0,-5.54632457,0.725,19.250139002084,126.0,5.0,1.0,-5.54632457,-5.43913904,140.5,377.5,18.71,2.4000000000000004,15.0,1.418
2.0,36.0,36.0,86.0,0.045,5.5,0.0,128.0,1500.0,144.0,61.0,-5.54632457,0.72,14.068026476886498,126.0,3.0,5.5,-5.54632457,-5.43913904,144.0,377.5,16.265,3.4000000000000004,46.0,1.4260000000000002
0.0,69.5,69.5,41.0,5.84,1.0,0.0,46.0,1000.0,118.0,78.0,-5.54632457,0.475,9.0750932749077,110.0,4.0,1.0,-5.54632457,-5.43913904,118.0,377.5,12.47,10.8,13.0,1.283
0.0,70.5,70.5,1222.92,8.065,1.0,0.0,158.0,1500.0,140.5,80.0,-5.54632457,0.7,16.0255008203595,126.0,4.0,1.0,-5.54632457,-5.43913904,140.5,377.5,17.78,8.6,15.0,1.433
2.0,54.5,54.5,1562.0,0.01,4.5,0.0,25.0,1500.0,135.5,61.0,-5.54632457,0.665,7.105445117478798,126.0,5.0,4.5,-5.54632457,-5.43913904,135.5,737.0,14.225,7.1000000000000005,46.0,1.338
2.0,57.0,57.0,702.0,0.145,3.5,0.0,172.0,1500.0,131.0,61.0,-5.54632457,0.625,3.2097270668216,126.0,7.0,3.5,-5.54632457,-5.43913904,131.0,502.0,12.385,5.4,23.0,1.302
2.0,52.0,52.0,213.0,0.1399999999999999,5.0,0.0,98.0,1500.0,134.0,61.0,-5.54632457,0.6499999999999999,6.695032717101,126.0,4.0,5.0,-5.54632457,-5.43913904,134.0,425.2,13.585,4.800000000000001,36.0,1.347
0.0,68.5,68.5,1151.0,0.67,1.0,0.0,196.0,1500.0,149.0,76.0,-5.54632457,1.14,17.6995921192031,126.0,3.0,1.0,-5.54632457,-5.43913904,149.0,377.5,18.29,16.5,21.0,1.478
2.0,53.5,53.5,455.0,0.01,4.5,0.0,79.0,1500.0,130.0,61.0,-5.54632457,0.615,2.9036137792751,126.0,5.0,4.5,-5.54632457,-5.43913904,130.0,446.7,11.67,5.0,29.0,1.2835
2.0,56.0,56.0,1967.0,0.01,4.0,0.0,193.0,1500.0,130.5,61.0,-5.54632457,0.645,4.91744998229,126.0,6.0,4.0,-5.54632457,-5.43913904,130.5,422.58,13.19,8.9,38.0,1.308
0.0,65.0,65.0,1035.3200000000002,0.19,1.0,0.0,113.0,1500.0,133.0,69.0,-5.54632457,0.715,4.2643992930974,126.0,3.0,1.0,-5.54632457,-5.43913904,133.0,377.5,12.245,16.799999999999997,2.0,1.289
2.0,52.5,52.5,400.0,0.455,5.0,0.0,114.0,1500.0,142.0,61.0,-5.54632457,0.7649999999999999,12.3246588274864,126.0,4.0,5.0,-5.54632457,-5.43913904,142.0,590.5,16.54,7.7,51.0,1.423
0.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,1800.0,174.0,81.0,-3.62902961,1.19,0.0,174.0,4.0,0.0,-3.62902961,-3.58277457,174.0,177.9,27.92,0.0,0.0,1.75
0.0,73.0,73.0,634.32,0.0,0.0,0.0,60.0,1400.0,159.0,81.0,-3.62902961,1.17,13.265775062848498,144.0,4.0,0.0,-3.62902961,-3.58277457,159.0,250.63,22.06,9.900000000000002,1.0,1.597
0.0,75.5,75.5,6.389999999999986,0.0,0.0,0.0,42.0,1300.0,165.5,81.0,-3.62902961,1.0699999999999998,8.7613975569443,157.0,4.0,0.0,-3.62902961,-3.58277457,165.5,177.9,23.785,2.0,2.0,1.6195
5.0,65.5,65.5,2295.39,0.0,2.5,0.0,302.0,1800.0,156.5,81.0,-3.62902961,0.8899999999999999,14.840542324936996,139.0,6.0,2.5,-3.62902961,-3.58277457,156.5,590.4,21.805,24.0,8.0,1.556
6.0,64.0,64.0,2149.39,0.0,3.0,0.0,84.0,1800.0,158.5,81.0,-3.62902961,0.915,12.339290032422497,143.0,5.0,3.0,-3.62902961,-3.58277457,158.5,690.1,23.05,21.5,18.0,1.5895
0.0,71.5,71.5,1227.44,0.0,0.0,0.0,107.0,1800.0,158.0,81.0,-3.62902961,0.915,15.643036744175598,142.0,4.0,0.0,-3.62902961,-3.58277457,158.0,393.3,21.195,17.0,7.0,1.5625
9.0,46.5,46.5,1198.39,0.0,4.5,0.0,44.400000000000006,1800.0,176.5,81.0,-3.62902961,1.105,2.671789869780305,174.0,4.0,4.5,-3.62902961,-3.58277457,176.5,393.3,30.225,17.5,44.0,1.78
8.0,62.5,62.5,1527.39,0.0,4.0,0.0,74.0,1800.0,166.0,81.0,-3.62902961,1.015,7.075479743547799,158.0,4.0,4.0,-3.62902961,-3.58277457,166.0,590.5,25.335,23.1,29.0,1.675
0.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,8000.0,142.0,62.0,-5.13777457,0.64,0.0,142.0,4.0,0.0,-5.13777457,-5.0910129,142.0,393.3,14.47,0.0,0.0,1.375
0.0,63.5,63.5,593.1199999999999,0.19,0.0,0.0,47.0,1400.0,143.0,65.0,-5.13777457,0.895,2.3772616813271004,142.0,4.0,0.0,-5.13777457,-5.0910129,143.0,393.3,15.335,7.099999999999998,6.0,1.4095
0.0,64.0,64.0,490.72,0.03,0.0,0.0,48.7,1000.0,142.5,66.0,-5.13777457,0.745,2.2486773479167983,142.0,4.0,0.0,-5.13777457,-5.0910129,142.5,393.3,15.6,2.3999999999999986,3.0,1.4085
0.0,66.0,66.0,1233.83,0.095,0.0,0.0,65.0,1300.0,149.5,70.0,-5.13777457,0.7949999999999999,6.881639187231299,142.0,4.0,0.0,-5.13777457,-5.0910129,149.5,393.3,17.06,19.0,5.0,1.432
3.0,60.0,60.0,60.04999999999996,0.135,1.5,1.6840372,81.0,2700.0,133.5,62.0,-5.13777457,0.645,3.7025255854505,125.0,4.0,1.5,-5.13777457,-5.0910129,133.5,393.3,12.455,1.1999999999999993,13.0,1.314
5.0,55.5,55.5,351.95000000000005,0.08,2.5,0.0,132.0,4100.0,136.0,62.0,-5.13777457,0.63,2.6054487946700995,130.0,6.0,2.5,-5.13777457,-5.0910129,136.0,393.3,12.82,6.9,0.0,1.312
0.0,63.0,63.0,470.28,0.0499999999999999,0.0,0.0,3.0,1500.0,134.0,64.0,-5.13777457,0.685,2.868444336663801,126.0,4.0,0.0,-5.13777457,-5.0910129,134.0,393.3,12.775,4.699999999999999,7.0,1.3265
4.0,58.5,58.5,17.049999999999955,0.06,2.0,2.1106628,84.0,1400.0,133.5,62.0,-5.13777457,0.595,2.921021299021401,125.0,6.0,2.0,-5.13777457,-5.0910129,133.5,393.3,12.6,0.0,7.0,1.308
8.0,53.5,53.5,677.95,0.39,4.0,0.0,12.0,2600.0,150.0,62.0,-5.13777457,0.735,7.570324925877101,142.0,4.0,4.0,-5.13777457,-5.0910129,150.0,661.07,18.17,5.9,36.0,1.4695
0.0,66.5,66.5,1593.73,2.967586207,0.0,0.0,105.0,3100.0,147.0,71.0,-5.13777457,0.8300000000000001,9.9133558010665,142.0,4.0,0.0,-5.13777457,-5.0910129,147.0,393.3,18.4,37.2,7.0,1.4875
3.0,61.0,61.0,910.95,0.36,1.5,0.4830855,406.0,8000.0,139.0,62.0,-5.13777457,0.635,0.5498357999509995,136.0,4.0,1.5,-5.13777457,-5.0910129,139.0,563.58,14.55,5.4,2.0,1.366
9.0,37.5,37.5,635.05,0.5125,4.5,0.0008051,77.0,3100.0,164.5,62.0,-5.13777457,0.8999999999999999,22.8322598502394,142.0,4.0,4.5,-5.13777457,-5.0910129,164.5,399.57,25.97,6.6000000000000005,68.0,1.626
5.0,57.0,57.0,309.04999999999995,0.0375862069999999,2.5,0.8185729,71.0,1800.0,137.0,62.0,-5.13777457,0.655,2.4856818029652,132.0,7.0,2.5,-5.13777457,-5.0910129,137.0,393.3,12.49,9.9,0.0,1.3075
5.0,56.0,56.0,1067.95,0.06,2.5,0.0,195.0,5300.0,140.5,62.0,-5.13777457,0.615,0.8024944192386005,139.0,6.0,2.5,-5.13777457,-5.0910129,140.5,590.4,15.08,7.000000000000001,15.0,1.3685
6.0,54.5,54.5,921.95,0.06,3.0,0.0,23.0,8000.0,142.5,62.0,-5.13777457,0.64,3.303746711753101,142.0,5.0,3.0,-5.13777457,-5.0910129,142.5,690.1,16.325,4.500000000000001,25.0,1.402
2.0,61.5,61.5,100.04999999999995,0.0499999999999999,1.0,0.0645672,81.0,1500.0,134.0,62.0,-5.13777457,0.665,3.7571018268586,126.0,4.0,1.0,-5.13777457,-5.0910129,134.0,393.3,12.4,1.5999999999999996,15.0,1.3105
4.0,59.5,59.5,1477.95,0.43,2.0,0.0,423.0,8000.0,138.5,62.0,-5.13777457,0.635,0.7146886004736999,135.0,8.0,2.0,-5.13777457,-5.0910129,138.5,627.6,14.525,6.700000000000001,5.0,1.3575
1.0,62.5,62.5,213.3500000000001,0.0099999999999999,0.5,0.0,48.0,8000.0,140.5,63.0,-5.13777457,0.635,0.6620772381705002,139.0,4.0,0.5,-5.13777457,-5.0910129,140.5,510.45,14.77,3.0,3.0,1.3775
5.0,58.0,58.0,1630.95,0.0849999999999999,2.5,0.0,334.0,3300.0,139.5,62.0,-5.13777457,0.585,0.011947961049799,137.0,7.0,2.5,-5.13777457,-5.0910129,139.5,707.1,14.635000000000002,5.6000000000000005,12.0,1.3725
2.0,60.5,60.5,408.9500000000001,0.24,1.0,0.3703569,203.0,8000.0,137.0,62.0,-5.13777457,0.655,0.9728764578162004,132.0,6.0,1.0,-5.13777457,-5.0910129,137.0,495.39,14.205,3.6000000000000014,3.0,1.36
3.0,59.0,59.0,778.95,0.34,1.5,5.73e-05,303.0,8000.0,138.0,62.0,-5.13777457,0.63,1.130511859263601,134.0,8.0,1.5,-5.13777457,-5.0910129,138.0,567.77,14.19,5.4,7.0,1.35
9.0,36.5,36.5,14.049999999999956,0.095,4.5,0.0,47.0,4500.0,152.0,62.0,-5.13777457,0.6950000000000001,10.310924650027898,142.0,4.0,4.5,-5.13777457,-5.0910129,152.0,393.3,18.335,1.8000000000000007,31.0,1.4905
7.0,55.0,55.0,1461.95,0.06,3.5,0.0,56.0,4800.0,143.5,62.0,-5.13777457,0.64,3.348343290620198,142.0,5.0,3.5,-5.13777457,-5.0910129,143.5,737.0,16.295,5.500000000000001,31.0,1.4025
5.0,57.5,57.5,601.95,0.095,2.5,0.0,253.0,8000.0,139.0,62.0,-5.13777457,0.6000000000000001,0.547374760037,136.0,7.0,2.5,-5.13777457,-5.0910129,139.0,502.0,14.455,3.8000000000000007,8.0,1.3665
8.0,52.5,52.5,112.95000000000005,0.09,4.0,0.0,17.0,1600.0,142.0,62.0,-5.13777457,0.625,2.9379308902424004,142.0,4.0,4.0,-5.13777457,-5.0910129,142.0,425.2,15.655,3.200000000000001,21.0,1.4115
7.0,54.0,54.0,354.95000000000005,0.06,3.5,0.0,2.0,3400.0,138.0,62.0,-5.13777457,0.5900000000000001,0.8534880475835003,134.0,5.0,3.5,-5.13777457,-5.0910129,138.0,446.7,13.74,3.4000000000000004,14.0,1.348
6.0,56.5,56.5,1866.95,0.06,3.0,0.0,274.0,4300.0,138.5,62.0,-5.13777457,0.62,1.1603481554314,135.0,6.0,3.0,-5.13777457,-5.0910129,138.5,422.58,15.260000000000002,7.300000000000001,23.0,1.3725
9.0,37.0,37.0,29.049999999999955,0.105,4.5,0.0,62.6,2600.0,160.5,62.0,-5.13777457,0.8300000000000001,18.3148266139559,142.0,4.0,4.5,-5.13777457,-5.0910129,160.5,393.3,23.5,0.5,51.0,1.5925
0.0,65.5,65.5,1135.37,0.14,0.0,0.0,32.0,1900.0,141.0,69.0,-5.13777457,0.69,0.5072974662387999,140.0,4.0,0.0,-5.13777457,-5.0910129,141.0,393.3,14.315,18.4,17.0,1.3535
8.0,53.0,53.0,299.95000000000005,0.505,4.0,0.0,33.0,2600.0,150.0,62.0,-5.13777457,0.74,8.567557000627799,142.0,4.0,4.0,-5.13777457,-5.0910129,150.0,590.5,18.61,6.1000000000000005,36.0,1.4875
1.0,63.0,63.0,0.0,0.0,1.0,0.0,0.0,9100.0,139.0,63.0,-6.02850968,0.63,0.0,139.0,4.0,1.0,-6.02850968,-5.92513799,139.0,510.45,15.07,0.0,0.0,1.38
0.0,64.0,64.0,806.47,0.18,0.5,0.0,95.0,1400.0,141.5,65.0,-6.02850968,0.8899999999999999,1.7151844431566,139.0,4.0,0.5,-6.02850968,-5.92513799,141.5,510.45,15.635,10.099999999999998,9.0,1.412
0.0,64.5,64.5,704.0700000000002,0.02,0.5,0.0,96.7,1000.0,141.0,66.0,-6.02850968,0.74,1.586600109746298,139.0,4.0,0.5,-6.02850968,-5.92513799,141.0,510.45,15.9,5.399999999999999,0.0,1.411
0.0,66.5,66.5,1447.18,0.105,0.5,0.0,113.0,1300.0,148.0,70.0,-6.02850968,0.79,6.219561949060799,139.0,4.0,0.5,-6.02850968,-5.92513799,148.0,510.45,17.36,22.0,8.0,1.4345
1.0,60.5,60.5,273.4000000000001,0.145,2.0,1.6840372,33.0,2700.0,132.0,63.0,-6.02850968,0.64,4.364602823621,125.0,4.0,2.0,-6.02850968,-5.92513799,132.0,510.45,12.755,4.199999999999999,10.0,1.3165
1.0,56.0,56.0,138.5999999999999,0.07,3.0,0.0,84.0,4100.0,134.5,63.0,-6.02850968,0.625,3.2675260328406,130.0,6.0,3.0,-6.02850968,-5.92513799,134.5,510.45,13.12,3.9,3.0,1.3145
0.0,63.5,63.5,683.6300000000001,0.04,0.5,0.0,51.0,1500.0,132.5,64.0,-6.02850968,0.6799999999999999,3.5305215748343013,126.0,4.0,0.5,-6.02850968,-5.92513799,132.5,510.45,13.075,7.699999999999999,4.0,1.329
1.0,59.0,59.0,230.4000000000001,0.05,2.5,2.1106628,36.0,1400.0,132.0,63.0,-6.02850968,0.5900000000000001,3.5830985371919013,125.0,6.0,2.5,-6.02850968,-5.92513799,132.0,510.45,12.9,3.0,4.0,1.3105
